gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,480,768,7168,ck,7,0,28.7038,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,184.12,337.34,0.0
gfx950,256,512,768,7168,ck,18,0,27.8256,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,202.59,358.0,0.0
gfx950,256,544,768,7168,ck,13,0,28.7821,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,208.1,355.78,0.0
gfx950,256,576,768,7168,ck,18,0,28.0516,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,226.08,374.97,0.0
gfx950,256,608,768,7168,ck,7,0,28.563,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,234.36,378.01,0.0
gfx950,256,640,768,7168,ck,18,0,27.9635,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,251.99,396.07,0.0
gfx950,256,672,768,7168,ck,13,0,28.3914,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,260.6,399.91,0.0
gfx950,256,704,768,7168,ck,18,0,28.1512,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,275.34,413.22,0.0
gfx950,256,736,768,7168,ck,18,0,29.5433,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,274.29,403.18,0.0
gfx950,256,768,768,7168,ck,18,0,27.9767,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,302.24,435.71,0.0
gfx950,256,800,768,7168,ck,18,0,29.7758,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,295.81,418.74,0.0
